placa;modelo;linea;motor;cilindraje;marca_id;created_at;updated_at;cantidad_aceite_motor;marca_aceite;tipo_aceite;filtro_aceite;filtro_aire;cantidad_aceite_cc;marca_cc;tipo_aceite_cc;filtro_aceite_cc;filtro_de_enfriador;tipo_caja;cantidad_aceite_diferencial;marca_aceite_d;tipo_aceite_d;cant_aceite_transfer;marca_aceite_t;tipo_aceite_t;filtro_cabina;filtro_diesel;contra_filtro_diesel;candelas;pastillas_delanteras;pastillas_traseras;fajas;aceite_hidraulico
P794BNZ;2000;B2000;2.5;4;29;X;X;7LTOS.BARRIL;CASTROLCRB;15W40;LFP805;X;X;X;X;X;X;X;X;X;X;X;X;X;X;FP570F;X;X;X;X;X;X
P398HRZ;1996;B2300;2.3;XX;29;X;X;6LITROS;QUAKER;20W50;PH400;XX;XX;XX;X;X;X;X;X;X;X;X;X;X;X;XX;X;X;X;X;X;X
P734BNZ;2000;B2500;2.5;4;29;X;X;7LTOS.;RIMULA;15W40;LFP805;WL3113Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;FP570F;X;X;X;X;X;X
P024CRB;2007;B2900;2.9;4;29;X;X;2GLS.;QUAKER;15W40;LFP5971;WL81-13Z40;XX;XX;X;X;X;X;VALV.80W90GL5;X;X;XX;XX;XX;X;G2920;X;X;X;X;X;X
P225BKG;2008;B3000;2.9;4;29;X;X;2GLS.;QUAKER;15W40;LFP5971;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P700DHW;2008;BT50;2.5;4;29;X;X;7LTOS.;CASTROLVECTON;15W40;PH8A;WL8113-Z40;75W90GL4;X;X;X;X;X;80W90GL5;X;X;5y6LTOS.;X;X;X;G2920;X;X;X;X;X;X
P795FCS;2012;BT50;2.54X4;4;29;X;X;7LTOS.BARRIL;VECTON;15W40;PH8A;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P773FCD;2012;BT50;2.5;4;29;X;X;7LTOS.;VALVOLINE;15W40;PH8A;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P741FPS;200;BT50;2.5;4;29;X;X;7LTOS.;EUROL;15W40;PH8A;WL81-13Z40;75W90GL5;XX;X;X;X;X;80W90GL5;X;X;XX;XX;XX;X;G2920;X;X;X;X;X;X
P029FZN;2018;BT50;2.5;4;29;X;X;7LTOS.BARRIL;CASTROVECTON;15W40;WL7508;PABS2262;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;23390-0L050;X;X;X;X;X;X
P289DXV;XX;BT50;3;4;29;X;X;8.5LTOS.BARRIL;CASTROLVECTON;15W40;PH8A;17801-0C010;75W90FULLSINT.;XX;X;X;X;X;80W90GL5;X;X;XX;XX;XX;X;FP941F;X;X;X;X;X;X
P591DPC;XX;BT50;3;XX;29;X;X;8.5LITROS;VECTONBARRIL;15W40;PH8A;17801-OC010;XX;XX;X;X;X;X;80W90GL5;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P949KNK;2024;BT50;XX;4;29;X;X;8LITROS;MOTUL;5W40;PLBS6076;PABS2252;X;X;X;X;X;X;X;X;X;X;X;K1310G.;X;23390-0L050;X;X;X;X;X;X
P169HFC;2019;BT50PRO;3.2;4;29;X;X;9LTOS.BARRIL;CASTROLVECTON;15W40;WL7508;PABS2262;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;23390-0L050;X;X;X;X;X;X
P702DHW;200;BT5O;2.5;4;29;X;X;7LTOS.;XX;15W40;PH8A;WL81-13Z40;75W90GL5;XX;X;X;X;X;80W90GL5;X;X;XX;XX;XX;X;G2920;X;X;X;X;X;X
P016FBH;2011;BT50;2.5;4;29;X;X;7LTOS.;QUAKERTONEL;15W40;PH8A;WL81-13Z40;75W90GL4;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P793FCS;2012;BT50;2.5;4;29;X;X;7LTOS.;RIMULA;15W40;PH8A;WL81-13Z40;75W90GL4;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;MB433425;X;X;X;X;X;X
P347DVF;2008;BT50;3;4;29;X;X;9LTOS.;QUAKERTONEL;15W40;PH8A;17801-0C010;75W90GL4;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P794FCS;2012;BT50;2.5;4;29;X;X;7LTOS.BARRIL;CASTROLCRB;15W40;LFP805;WL81-13Z40;75W90GL4;X;X;X;X;X;80W90GL5;X;X;4Y6LTOS.;X;X;X;G2920;X;X;X;X;X;X
P465FDD;2012;BT50;2.5;4;29;X;X;7LTOS.;RIMULA;15W40;PHA;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P539DYQ;2011;BT50;2.5;4;29;X;X;7LTOS.;EUROL;15W40;PH8A;WL8113-Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P257FDK;2011;BT50;2.5;4;29;X;X;7LTOS.;CASTROLVECTON;15W40;PH8A;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P304DLD;2008;BT50;2.5;4;29;X;X;7LTOS.;MOTUL;15W40;PH8A;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P614DVY;2010;BT50;2.5;4;29;X;X;7LTOS.;EUROL;15W40;PH8A;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P364DXM;2010;BT50;2.5;4;29;X;X;7LTOS.;MOTULBARRIL;15W40;PH8A;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P939FBQ;2011;BT50;2.5;4;29;X;X;7LTOS.BARRIL;MOTUL;15W40;PH8A;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;FP941F;X;X;X;X;X;X
P576DTD;20;BT50;2.5;4;29;X;X;7LTOS.;EUROL;15W40;PH8A;WL81-13Z40;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P034DYG;2012;BT50;2.5;4;29;X;X;7LTOS.;CASTROLVECTON;15W40;PH8A;WL81-13Z40;75W90GL5;XX;X;X;X;X;80W90GL5;X;X;XX;XX;XX;X;G2920;X;X;X;X;X;X
P953GFX;2010;BT50;2.5;4;29;X;X;7LTOS.;MOTULBARRIL;15W40;PH8A;WL81-13Z40;75W90GL5;XX;X;X;X;X;80W90GL5;X;X;XX;XX;XX;X;G2920;X;X;X;X;X;X
P248GBS;2015;BT50;2.5;4;29;X;X;7LTOS.BARRIL;CASTROLVECTON;15W40;PH8A;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P103DYM;XX;BT50;2.5;XX;29;X;X;7LTS.;MOTULBARRIL;15W40;PH8A;WL81-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;G-2920;X;X;X;X;X;X
P023GXQ;XX;BT50;XX;XX;29;X;X;9LTS;VECTON;15W40;WL7508;PABS2254;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;5LTOS.APROX.;FT1236;XX;X;XX;X;X;X;X;X;X
P355HZF;2021;BT50;2.2;4;29;X;X;8.5LTOS.BARRIL;CASTROLVECTON;15W40;WL7508;PABS2262/2254;DOBLEATF;CASTROLATF;X;X;X;X;75W90GL5;X;X;XX;FT1236;A/A10134/K1326;X;23390-OL050;X;X;X;X;X;X
P625FTJ;XX;BT50;XX;XX;29;X;X;7LITROS;EUROL;15W40;PH8A;WL81-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P216BCP;XX;BT50;XX;XX;29;X;X;8LITROS;CRBBARRIL;15W40;LFP5971;WL81-13Z40;XX;DOBLE75W90GL5;X;X;X;X;XX;X;X;XX;XX;XX;X;FP570F;X;X;X;X;X;X
P083JZK;2023;BT50;X;XX;29;X;X;7LITROS;MOTULBARRIL;15W40;8-98270524-0;8-98140266-0;XX;XX;X;X;X;X;XX;X;X;XX;XX;K1241A;X;XX;X;X;X;X;X;X
P277CZP;XX;BT50;2.5;XX;29;X;X;7LITROS;QUAKER;15W40;PH8A;XX;XX;XX;X;X;X;X;XX;X;X;XX;XXX;XX;X;XX;X;X;X;X;X;X
P765JDJ;XX;BT50;XX;XX;29;X;X;8LITROS;MOTULBARRIL;15W40;WL7508;XX;X;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P821KPX;XX;BT50;XX;XX;29;X;X;7LITROS;CRBBARRIL;15W40;LFP805;WL8113Z40;75W90GL4;XX;X;X;X;X;80W90GL5;X;X;4Y6LITROS;XX;XX;X;G2920;X;X;X;X;X;X
P016FBM;XX;BT50;XX;X;29;X;X;XX;EUROL;15W40;PH8A;WL81-13Z40;X;X;X;X;X;X;X;X;X;X;X;XX;X;XX;X;X;X;X;X;X
P235FXP;XX;BT50;XX;XX;29;X;X;7LITROS;VECTON;15W40;PH8A;WL81-13Z40;X;X;X;X;X;X;XX;X;X;X;XX;X;X;X;X;X;X;X;X;X
P976GTG;XX;BT50;XX;X;29;X;X;8LITROS;VECTONSELLADO;15W40;WL7508;PABS2262/2254;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10134;X;23390-OL050;X;X;X;X;X;X
P592KJV;2023;BT50;XX;XX;29;X;X;8LITROS;MOTULBARRIL;15W40;8-98165071-0;8-98140266-0;XX;X;X;X;X;X;X;X;X;X;X;X;X;XXX;X;X;X;X;X;X
P335CVS;XX;BT50;XX;X;29;X;X;7LITROS;MOTULBARRIL;15W40;PH8A;WL81-13Z40;X;X;X;X;X;X;XX;X;X;X;XX;X;X;XX;X;X;X;X;X;X
P220FXB;2016;BT50;X;X;29;X;X;9LITROS;MOTUL;15W40BARRIL;WL7508;X;X;CASTROLATF;X;X;X;X;X;X;X;5LITROS;X;X;X;X;X;X;X;X;X;X
P815JGF;X;BT50;X;X;29;X;X;7LITROS;MOTUL;15W40BARRIL;8-98270524-0GENERICO;PABS2252;X;X;X;X;X;X;X;X;X;X;X;X;X;8-98159693-0;X;X;X;X;X;X
P949KNV;2024;BT50;X;X;29;X;X;8LITROS;MOTUL;5W40;PLBS6076;PABS2252;X;X;X;X;X;X;X;X;X;X;X;K1310;X;X;X;X;X;X;X;X
P177JBF;2021;BT50;X;X;29;X;X;8LITROS;VECTON;15W40;WL7508;PABS2262;VALVMTF;TRANSFVALVATF;X;X;X;X;VALV75W900;X;X;X;X;X;X;X;X;X;X;X;X;X
P491FTP;2.5;BT50;X;X;29;X;X;7LITROS;MOTUL;15W40BARRIL;PH8A;WL81-13Z40;X;X;X;X;X;X;X;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P608KCB;X;BT50;X;X;29;X;X;7LITROS;MOTUL;10W30;8-98270524-0;PABS2252;X;X;X;X;X;X;X;X;X;X;X;CF10140;X;X;X;X;X;X;X;X
P288BPX;XX;BT50;XX;XX;29;X;X;7LTOS;VECTON;15W40(BARRIIL);PH8A;WL8113Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P142DDN;2007;BT-50;2.5;4;29;X;X;1GL.Y3LTS.;QUAKERBARRIL;15W40;PH8A;WL81-13Z40;75W90GL4;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;G2920;X;X;X;X;X;X
P928GLR;2017;BT50PRO;2.2;4;29;X;X;8LTOS.BARRIL;CASTROLVECTON;15W40;WL7508;PABS2254;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;23390-0L050;X;X;X;X;X;X
P496FPV;XX;BT50PRO;XX;X;29;X;X;9LITROS;MOTULBARRIL;15W40;WL7508;XX;XX;X;X;X;X;X;X;X;X;X;X;XX;X;XX;X;X;X;X;X;X
P016HRF;2017;CX3;XX;4;29;X;X;1GL.;QUAKERFULL;5W30;PH2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P493GLQ;XX;CX3;2;4;29;X;X;1GARRAFA;QUAKERFULL;5W30;PH2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P834GFH;2014;CX5;2.5;4;29;X;X;6LTOS.;QUAKERFULLSYN;10W30;PH2808;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P280GTJ;2015;CX5;2.5;4;29;X;X;1GL.1LTO.;QUAKERFULLSYN;0W20;PH2835;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P029HCT;2016;CX5;2.4;4;29;X;X;1GL;QUAKERFULL;0W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P931HPQ;2019;CX5;2.5;4;29;X;X;5.5LTOS.;VALV.FULLSINT;0W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P584HZL;2014;CX5;2.5;4;29;X;X;1Gl.y1Lto.;QUAKERFULL;5W30;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P314JBK;2019;CX5;2.5;4;29;X;X;5.5LTOS.;VALV.FULLSIN.;0W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P350JCX;2017;CX5;2.5;4;29;X;X;1GL.y1LTO.;QUAKERFULL;0W20;PH2876;CA11259;XX;VERS.CVT.PLUS;X;X;X;X;XX;X;X;5LTOS.;FTFZ01;MF1013yMF967;X;XX;X;X;X;X;X;X
P954HZK;XX;CX5;XX;4;29;X;X;5LTOS.;EUROL;10W40;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P978GDX;2013;CX5;XX;4;29;X;X;1GARRAFA;QUAKERFULL;5W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P141HRS;XX;CX5;2.5;4;29;X;X;1GARRAFA;QUAKERFULL;5W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P841GFG;2015;CX5;XX;4;29;X;X;6LTOS.;KENDALLFULL;5W30;PH2876;CA11259;XX;ATFCASTROL;X;X;X;X;XX;X;X;5LTOS.;FTZ01;CF11811;X;XX;X;X;X;X;X;X
P698JFG;XX;CX5;XX;XX;29;X;X;1GARRAFA;EUROL;10W30;PH2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P156GMG;2010;CX7;2.3;4;29;X;X;5.5LTOS.;VALV.MAXLIFE;5W20;PH2835;AJ57-13Z40;XX;ATFVALV.MAXL.;X;X;X;X;XX;X;X;5LTOS.APROX.;FT1210;XX;X;XX;X;X;X;X;X;X
P714GHW;2007;CX7;X;4;29;X;X;6LTOS.;VALV.MAXLIFE;20W50;PCB9641;AJ57-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P065GMV;2007;CX7;2.2;4;29;X;X;6LTOS.;VALV.MAXLIFE;20W50;PCB9641;AJ57-13Z40;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;5LTOS.APROX.;XX;XX;X;XX;X;X;X;X;X;X
P216GXT;2006;CX7;XX;XX;29;X;X;6LTOS.;VALV.MAXLIFE;10W30;PCB9641;AJ57-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P921HHX;XX;CX7;XX;XX;29;X;X;5.5LTOS.;QUAKERFULL;0W20;PH2835;PAB9669;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;5LTOS.;FT1210;XX;X;XX;X;X;X;X;X;X
P977GRC;2010;CX7;2.5;4;29;X;X;6LTOS.;VALV.MAXLIFE;10W30;PH2835;CA9669;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;1GL.y1LTO.;FT1210;XX;X;XX;X;X;X;X;X;X
P171HPC;2011;CX7;2.5;4;29;X;X;5.5LTOS.;VALV.MAXLIFE;10W30;PH2835;AJ57-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P252FWJ;2007;CX7;2.3;4;29;X;X;1GL.y1LTO.;KENDALLSEMIS.;10W30;PCB9641;AJ57-13Z40;XX;CASTROLATF;X;X;X;X;XX;X;X;1GALON;XX;XX;X;XX;X;X;X;X;X;X
P361GHX;2010;CX7;XX;4;29;X;X;1GL.;VALV.MAXLIFE;10W30;PH2835;CA9669;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;5LTOS.APROX.;FT1210;XX;X;XX;X;X;X;X;X;X
P969HXX;2011;CX7;2.5;4;29;X;X;5.5LTOS.;MAXLIFE;10W30;PH2835;AJ57-13Z40;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;5LTOS.;FT1210;XX;X;XX;X;X;X;X;X;X
P808DSX;2008;CX7;2.3;4;29;X;X;1GL.y1LTO.;VALV.MAXLIFE;10W30;PCB9641;CA9669;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P943FYZ;XX;CX7;XX;XX;29;X;X;6LTOS.;VALV.MAXLIFE;10W30;PCB9641;CA9669;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P142JQM;2008;CX7;2.3;4;29;X;X;6LTOS.;VALV.MAXLIFE;20W50;PCB9641;CA9669;XX;CASTROLATF;X;X;X;X;XX;X;X;4LTOS.;SOLODECAMBIAR;XX;X;XX;X;X;X;X;X;X
P773JDW;XX;CX7;XX;XX;29;X;X;6LTOS.;VALV.MAXLIFE;20W50;PCB9641;CA9669;XX;ATFCASTROL;X;X;X;X;XX;X;X;4GALS.2LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P835JFH;XX;CX7;XX;XX;29;X;X;XX;XX;XX;XX;XX;XX;ATFCASTROL;X;X;X;X;XX;X;X;3GLS.1LTO.;FT1210;XX;X;XX;X;X;X;X;X;X
P448JDF;2012;CX9;3.7;V-6;29;X;X;6LTOS.;VALV.MAXLIFE;5W30;PH400;CA10242;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;4LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P852KCY;2018;CX3;XX;XX;29;X;X;1GARRAFA;QUAKER;10W30;PH2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P818KWT;2023;CX30;2.5;X;29;X;X;6LITROS;QUAKERFULL;5W30;PH2876;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P328FTY;2013;CX5;2.4;4;29;X;X;5LTOS.;QUAKER;5W20;PH2867;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P755GKB;2015;CX5;2.5;4;29;X;X;5.5LTOS.;QUAKERSEMI;5W20;PH2867;PAB11259;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P325FXC;2015;CX5;2.5;4;29;X;X;5.5LTOS.;VALV.MAXLIFE;20W50;PH2867;CA11259;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P170FVF;2013;CX5;2;4;29;X;X;1GL.;QUAKERFULLSYN;5W20;PH2867;17801-22020;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P802HLH;2014;CX5;2.5;4;29;X;X;1GL1LTO.;VALV.MAXLIFE;10W30;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P397HCY;XX;CX5;XX;XX;29;X;X;5.5LTOS.APROX.;QUAKERFULL;5W20;PH2867;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P436HBG;XX;CX5;XX;4;29;X;X;1GL.;VALV.MAXLIFE;10W30;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P612GSJ;XX;CX5;XX;XX;29;X;X;1GL;QUAKERFULL;0W20;PH2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P173JGH;XX;CX5;XX;XX;29;X;X;6LTS;QUAKERFULL;0W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P651JCX;2014;CX5;XX;XX;29;X;X;GARRAFA;QUAKERSINT.;0W20;XX;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;5LTS;FT201;CF11811;X;XX;X;X;X;X;X;X
P308JGZ;2014;CX5;XX;XX;29;X;X;6LTS;MAXLIFE;5W20;PH2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;F/CCF11811;X;XX;X;X;X;X;X;X
P234JKP;2016;CX5;2.5;XX;29;X;X;6LITROS;QUAKERFULL;5W20;PH2867;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P903JLK;XX;CX5;XX;XX;29;X;X;1GARRAFA;EUROL;10W30;PH2876;XX;XX;VERSCVTPLUS;X;X;X;X;XX;X;X;5LITROS;FTZ01;XX;X;XX;X;X;X;X;X;X
P341F;XX;CX5;XX;XX;29;X;X;1GARRAFA;MAGNATEC;10W30;PH2867;CA11259;XX;XX;X;X;X;X;XX;X;X;X;XX;XX;X;XX;X;X;X;X;X;X
P043JTG;2013;CX5;2;XX;29;X;X;5LITROS;MAGANTEC;10W40;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P069JXN;XX;CX5;XX;XX;29;X;X;5LITROS;MAXLIFEBARRIL;10W30;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P155JYV;2021;CX5;XX;XX;29;X;X;6LITROS;VALVOLINEFULL;0W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P665JZH;2015;CX5;XX;XX;29;X;X;1GARRAFA;QUAKERFULL;0W20;PH2876;CA11259;XX;XX;X;X;X;X;XXX;X;X;XX;XX;XX;X;X;X;X;X;X;X;X
P498JSQ;XX;CX5;XX;XX;29;X;X;1GARRAFA;EUROL;10W30;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P857JZH;2021;CX5;XX;XX;29;X;X;1GARRAFA;MAXLIFE;5W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P372JVV;2019;CX5;XX;XX;29;X;X;6LITROS;QUAKER;0W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P253JNM;2013;CX5;XX;XX;29;X;X;1GARRAFA;QUAKER;0W20;PH2876;CA11259;XXX;X;X;X;X;X;XX;X;X;XX;XX;X;X;XX;X;X;X;X;X;X
P995GFH;2012;CX5;2;XX;29;X;X;1GARRAFA;QUAKERFULL;10W30;PH2876;CA11259;XX;MAXLIFEATF;X;X;X;X;XX;X;X;5LITROS;FTZ01;CF11811;X;XX;X;X;X;X;X;X
P758KJQ;2015;CX5;XX;XX;29;X;X;6LITROS;QUAKERFULL;5W20;PH2876;CA11259;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FTFZ01;CF11811;X;XX;X;X;X;X;X;X
P112JNM;XX;CX5;XX;XX;29;X;X;5LITROS;MAXLIFEBARRIL;10W30;PH2876;CA11259;XX;X;X;X;X;X;X;X;X;XX;X;CF11811;X;XX;X;X;X;X;X;X
P356KLX;XX;CX5;XX;XX;29;X;X;1GARRAFA;QUAKERFULL;0W20;PH2876;XX;X;X;X;X;X;X;XX;X;X;X;XX;CF11811;X;X;X;X;X;X;X;X
P407JDR;2016;CX5;2.5;XX;29;X;X;5.5LITROS;MAXLIFEBARRIL;10W30;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P918KFT;2013;CX5;2;XX;29;X;X;5LITROS;MAXLIFEBARRIL;10W30;PH2876;CA11259;X;X;X;X;X;X;XX;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P718KQK;2016;CX5;XX;XX;29;X;X;5LITROS;MAXLIFE;10W30;PH2867;CA11259;XX;X;X;X;X;X;X;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P250KVT;2013;CX5;X;XX;29;X;X;1GARRAFA;MAGNATEC;10W30;PH2876;CA11259;X;X;X;X;X;X;X;X;X;X;X;CF11811;X;X;X;X;X;X;X;X
P999JKH;2013;CX5;2;XX;29;X;X;5LTOS.BARRIL;MOTUL;10W30;PH2876;CA11259;X;X;X;X;X;X;X;X;X;X;X;CF11811;X;X;X;X;X;X;X;X
P745KXP;X;CX5;X;X;29;X;X;6LITROS;VALVOLINEFULL;0W20;PH2876;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FTFZ01;X;X;XX;X;X;X;X;X;X
P991JRL;2014;CX5;X;X;29;X;X;1GARRAFA;MAGNATEC;10W30;PH2876;CA11259;X;X;X;X;X;X;X;X;X;X;X;CF11811;X;X;X;X;X;X;X;X
P350HVY;X;CX5;X;X;29;X;X;6LITROS;QUAKER;5W30;PH2876;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P342HXB;2014;CX5;X;X;29;X;X;1GARRAFA;QUAKERSINT;10W30;PH2876;CA11259;X;MAXLIFEATF;X;X;X;X;X;X;X;6LITROS;FTZ01;CF11811;X;X;X;X;X;X;X;X
P124KFS;2013;CX5;2;X;29;X;X;X;X;X;X;X;X;MAXLIFEATF;X;X;X;X;X;X;X;2GALONES;FTFZ01;X;X;X;X;X;X;X;X;X
P267KYH;XX;CX5;XX;XX;29;X;X;1GARRAFA;MAGNATEC;10W30;PH2876;CA11259;X;X;X;X;X;X;X;X;X;X;X;CF11811;X;X;X;X;X;X;X;X
P749KXP;2015;CX5;2.5;X;29;X;X;6LITROS;MAGNATEC;10W30;PH2876;CA11259;X;X;X;X;X;X;X;X;X;X;X;CF11811;X;X;X;X;X;X;X;X
P538HXB;2021;CX5;2.5;XX;29;X;X;6LTOS;QUAKERSINT;5W30;PH2876;X;X;MAXLIFEATF;X;X;X;X;X;X;X;3GALONES;FTFZ01;C/F11811;X;X;X;X;X;X;X;X
P356LGQ;2019;CX5;XX;XX;29;X;X;1GARRAFA1LTR;QUAKERSINT.;0W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11811;X;XX;X;X;X;X;X;X
P216JKR;2013;CX-5;2.5;4;29;X;X;1GARRAFA;QUAKERFULL;5W20;PH2876;CA11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P127JXN;2016;CX-5;2.5;XX;29;X;X;6LITROS;QUAKERFULL;0W20;PH2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
